Entry number	Target word	Target cyrillic	Stem nr	Concept nr	Source concept	Russian stimulus	WOLD core list	LWT code	Similarity set	Language	Village	Region	Date (MM.YYYY)	Latitude	Longitude	Respondent	Full_reference	Supposed toplevel source	Suspected mediator	Reference	Comment	Confirmed
857	k’urt’ib	к1урт1иб		7	the beak	клюв	Yes	4.241	7.4	Avar	Kusur	Rutul	7.2017	41.781293	46.949207	Kusur1		Unidentified				
1008	muč			7	the beak	клюв	Yes	4.241	7.5	Archi			11.2018	42.0664	46.8678	(Chumakina 2009)	Chumakina, Marina. 2009. Archi vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1254 entries. (Available online at http://wold.clld.org/vocabulary/16, Accessed on 2018-11-11.)	Non loan				
1143	möƛ‘ö			7	the beak	клюв	Yes	4.241	7.6	Bezhta			11.2018	42.1206	46.03319	(Comrie & Khalilov 2009)	Comrie, Bernard & Madzhid Khalilov. 2009. Bezhta vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1473 entries. (Available online at http://wold.clld.org/vocabulary/15, Accessed on 2018-11-11.) 	Non loan				
1340		незва		7	the beak	клюв	Yes	4.241	7.7	Lezgian	Arkhit	Khiv	7.2018	41.7405	47.95878	Arkhit1						
1513		димдигъ		7	the beak	клюв	Yes	4.241	7.8	North Azerbaijani	Darvag	Tabasaran	7.2018	42.022285	48.065912	Darvag1						
1688		къуш бурун		7	the beak	клюв	Yes	4.241	7.9	Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1891		гъудзмудз		7	the beak	клюв	Yes	4.241	7.11	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek1						
2057		дутту		7	the beak	клюв	Yes	4.241	7.12	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek2						
2518		тутту		7	the beak	клюв	Yes	4.241	7.12	Kajtak	Dzhibakhni	Tabasaran	7.2018	42.06051	47.90847	Dzhibakhni1						
2680		гъюдзмюдз		7	the beak	клюв	Yes	4.241	7.11	Tabasaran	Khapil’	Tabasaran	7.2018	41.98722	47.97731	Khapil1						
2842		гъямгъям		7	the beak	клюв	Yes	4.241	7.13	Tabasaran	Laka	Khiv	7.2018	41.75705	47.88114	Laka1						
3009		к1уф		7	the beak	клюв	Yes	4.241	7.14	Lezgian	Tsinit	Khiv	7.2018	41.72324	48.00882	Tsinit1						
3181		муттумутту		7	the beak	клюв	Yes	4.241	7.15	Tabasaran	Yagdyg	Tabasaran	7.2018	41.980115	47.970578	Yagdyg2						
3341		димдиг		7	the beak	клюв	Yes	4.241	7.16	North Azerbaijani	Yersi	Tabasaran	7.2018	42.018844	48.012897	Yersi1						
3632	minqaar			7	the beak				9	arabic	arabic_dictionary					arabic_dictionary						
3633	minqaad			7	the beak				9	arabic	arabic_dictionary					arabic_dictionary						
3699	dimdik			7	the beak				2	azerbaijani	azerbaijani_dictionary					azerbaijani_dictionary						
3976	з1ок			7	the beak				8	chechen	chechen_dictionary					chechen_dictionary						
4132	nisk'art'i			7	the beak				7	georgian	georgian_dictionary					georgian_dictionary						
4448	tok			7	the beak				3	persian	persian_dictionary					persian_dictionary						
4583	khatm			7	the beak				4	persian	persian_dictionary					persian_dictionary						
4673	shand			7	the beak				5	persian	persian_dictionary					persian_dictionary						
4744	menghar			7	the beak				6	persian	persian_dictionary					persian_dictionary						
4863	клюв			7	the beak				1	russian	russian_dictionary					russian_dictionary						
10	megež	мегеж		8	the beard	борода	Yes	4.142	8.1	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/						
217	migažu	мигажу		8	the beard	борода	Yes	4.142	8.1	Andi	Zilo	Botlikh	8.2018	42.731394	46.319223	Zilo1		Non loan				
392	migažu	мигажу		8	the beard	борода	Yes	4.142	8.1	Andi	Zilo	Botlikh	7.2017	42.731394	46.319223	Zilo2		Non loan				Lit. ‘blind during the day’
554	migažu	мигажу		8	the beard	борода	Yes	4.142	8.1	Andi	Rikvani	Botlikh	7.2017	42.782304	46.319372	Rikvani1		Non loan				
694	migažur	мигужур		8	the beard	борода	Yes	4.142	8.1	Botlikh	Botlikh	Botlikh	7.2017	42.667813	46.221451	Botlikh1		Non loan				
858	megež	мегеж		8	the beard	борода	Yes	4.142	8.1	Avar	Kusur	Rutul	7.2017	41.781293	46.949207	Kusur1		Non loan				
1009	moč'or			8	the beard	борода	Yes	4.142	8.2	Archi			11.2018	42.0664	46.8678	(Chumakina 2009)	Chumakina, Marina. 2009. Archi vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1254 entries. (Available online at http://wold.clld.org/vocabulary/16, Accessed on 2018-11-11.)	Unidentified				
1144	bab			8	the beard	борода	Yes	4.142	8.3	Bezhta			11.2018	42.1206	46.03319	(Comrie & Khalilov 2009)	Comrie, Bernard & Madzhid Khalilov. 2009. Bezhta vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1473 entries. (Available online at http://wold.clld.org/vocabulary/15, Accessed on 2018-11-11.) 	Non loan				
1291		чуруъ		8	the beard	борода	Yes	4.142	8.4	Lezgian	Arkhit	Khiv	7.2018	41.7405	47.95878	Arkhit1						
1466		сакъкъал		8	the beard	борода	Yes	4.142	8.5	North Azerbaijani	Darvag	Tabasaran	7.2018	42.022285	48.065912	Darvag1						
1628		сакъал		8	the beard	борода	Yes	4.142	8.5	Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1842		миджри		8	the beard	борода	Yes	4.142	8.6	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek1						
2009		сакъал		8	the beard	борода	Yes	4.142	8.5	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek2						
2171		миджри		8	the beard	борода	Yes	4.142	8.6	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek3						
2318		муц1ур		8	the beard	борода	Yes	4.142	8.2	Kajtak	Dzhavgat	Tabasaran	7.2018	42.0506	47.9375	Dzhavgat1						
2473		муц1ур		8	the beard	борода	Yes	4.142	8.2	Kajtak	Dzhibakhni	Tabasaran	7.2018	42.06051	47.90847	Dzhibakhni1						
2631		цакъал		8	the beard	борода	Yes	4.142	8.5	Tabasaran	Khapil’	Tabasaran	7.2018	41.98722	47.97731	Khapil1						
2796		муджри		8	the beard	борода	Yes	4.142	8.6	Tabasaran	Laka	Khiv	7.2018	41.75705	47.88114	Laka1						
2958		чуру		8	the beard	борода	Yes	4.142	8.4	Lezgian	Tsinit	Khiv	7.2018	41.72324	48.00882	Tsinit1						
3133		цакъал		8	the beard	борода	Yes	4.142	8.5	Tabasaran	Yagdyg	Tabasaran	7.2018	41.980115	47.970578	Yagdyg2						
3293		сакъкъал		8	the beard	борода	Yes	4.142	8.5	North Azerbaijani	Yersi	Tabasaran	7.2018	42.018844	48.012897	Yersi1						
3612	lihyah			8	the beard				8	arabic	arabic_dictionary					arabic_dictionary						
3700	saqqal			8	the beard				2	azerbaijani	azerbaijani_dictionary					azerbaijani_dictionary						
3961	маж			8	the beard				7	chechen	chechen_dictionary					chechen_dictionary						
4116	ts'veri			8	the beard				6	georgian	georgian_dictionary					georgian_dictionary						
4449	bameh			8	the beard				3	persian	persian_dictionary					persian_dictionary						
4584	reesh			8	the beard				4	persian	persian_dictionary					persian_dictionary						
4674	zabb			8	the beard				5	persian	persian_dictionary					persian_dictionary						
4864	борода			8	the beard				1	russian	russian_dictionary					russian_dictionary						
11	najil ħe	найил х1е		9	the beeswax	воск (пчелиный)	Yes	3.821	9.1	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/						
218	šir	шир		9	the beeswax	воск (пчелиный)	Yes	3.821	9.2	Andi	Zilo	Botlikh	8.2018	42.731394	46.319223	Zilo1		Non loan				
393	šːir	щир		9	the beeswax	воск (пчелиный)	Yes	3.821	9.2	Andi	Zilo	Botlikh	7.2017	42.731394	46.319223	Zilo2		Non loan				
555	šːir	щир		9	the beeswax	воск (пчелиный)	Yes	3.821	9.2	Andi	Rikvani	Botlikh	7.2017	42.782304	46.319372	Rikvani1		Non loan				
695	(peruɬi) šːiru	(перулъи) щиру		9	the beeswax	воск (пчелиный)	Yes	3.821	9.2	Botlikh	Botlikh	Botlikh	7.2017	42.667813	46.221451	Botlikh1		Non loan				
1010	χam	хам		9	the beeswax	воск (пчелиный)	Yes	3.821	9.3	Archi			11.2018	42.0664	46.8678	(Chumakina 2009)	Chumakina, Marina. 2009. Archi vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1254 entries. (Available online at http://wold.clld.org/vocabulary/16, Accessed on 2018-11-11.)	Non loan				
1311	mum	мум		9	the beeswax	воск (пчелиный)	Yes	3.821	9.4	Lezgian	Arkhit	Khiv	7.2018	41.7405	47.95878	Arkhit1						y
1484	šam	шам		9	the beeswax	воск (пчелиный)	Yes	3.821	9.5	North Azerbaijani	Darvag	Tabasaran	7.2018	42.022285	48.065912	Darvag1						
1650	balawuz	балавуз		9	the beeswax	воск (пчелиный)	Yes	3.821	9.6	Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1860	mulaχ	мулах		9	the beeswax	воск (пчелиный)	Yes	3.821	9.7	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek1						
2027	mulaχ	мулах		9	the beeswax	воск (пчелиный)	Yes	3.821	9.7	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek2						y
2489	mirč’eli	мирч1ели		9	the beeswax	воск (пчелиный)	Yes	3.821	9.8	Kajtak	Dzhibakhni	Tabasaran	7.2018	42.06051	47.90847	Dzhibakhni1						
2649	šam	шам		9	the beeswax	воск (пчелиный)	Yes	3.821	9.5	Tabasaran	Khapil’	Tabasaran	7.2018	41.98722	47.97731	Khapil1						
2813	mulaχ	мулах		9	the beeswax	воск (пчелиный)	Yes	3.821	9.7	Tabasaran	Laka	Khiv	7.2018	41.75705	47.88114	Laka1						y
2979	mum	мум		9	the beeswax	воск (пчелиный)	Yes	3.821	9.4	Lezgian	Tsinit	Khiv	7.2018	41.72324	48.00882	Tsinit1						
3153	mulaχ	мулах		9	the beeswax	воск (пчелиный)	Yes	3.821	9.7	Tabasaran	Yagdyg	Tabasaran	7.2018	41.980115	47.970578	Yagdyg2						y
3311	šam	шам		9	the beeswax	воск (пчелиный)	Yes	3.821	9.5	North Azerbaijani	Yersi	Tabasaran	7.2018	42.018844	48.012897	Yersi1						
3470	sham'			9	the beeswax				3	arabic	arabic_dictionary					arabic_dictionary						
3701	mum			9	the beeswax				2	azerbaijani	azerbaijani_dictionary					azerbaijani_dictionary						
3962	балоз			9	the beeswax				7	chechen	chechen_dictionary					chechen_dictionary						
4117	santeli			9	the beeswax				6	georgian	georgian_dictionary					georgian_dictionary						
4450	sham'			9	the beeswax				3	persian	persian_dictionary					persian_dictionary						
4585	lak			9	the beeswax				4	persian	persian_dictionary					persian_dictionary						
4675	moom			9	the beeswax				5	persian	persian_dictionary					persian_dictionary						
4865	воск (пчелиный)			9	the beeswax				1	russian	russian_dictionary					russian_dictionary						
12	račel	рачел		10	the belt	ремень, пояс	Yes	6.57	10.1	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/						
13	ʕaršː	г1арщ		10	the belt	ремень, пояс	Yes	6.57	10.2	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/						
14	xʷac’il č’olo	хьвац1ил ч1оло		10	the belt	ремень, пояс	Yes	6.57	10.3	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/						
219	roƛ’učul	рокьучул		10	the belt	ремень, пояс	Yes	6.57	10.4	Andi	Zilo	Botlikh	8.2018	42.731394	46.319223	Zilo1		Non loan				
394	roƛ’učul	рокьучул		10	the belt	ремень, пояс	Yes	6.57	10.4	Andi	Zilo	Botlikh	7.2017	42.731394	46.319223	Zilo2		Non loan				
696	ihabu	игьабу		10	the belt	ремень, пояс	Yes	6.57	10.5	Botlikh	Botlikh	Botlikh	7.2017	42.667813	46.221451	Botlikh1		Non loan				
859	kamar	камар		10	the belt	ремень, пояс	Yes	6.57	10.6	Avar	Kusur	Rutul	7.2017	41.781293	46.949207	Kusur1		Unidentified				
1011	q'ˤot'ol			10	the belt	ремень, пояс	Yes	6.57	10.7	Archi			11.2018	42.0664	46.8678	(Chumakina 2009)	Chumakina, Marina. 2009. Archi vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1254 entries. (Available online at http://wold.clld.org/vocabulary/16, Accessed on 2018-11-11.)	Non loan				
1145	tic’iyo	тиц1ийо		10	the belt	ремень, пояс	Yes	6.57	10.8	Bezhta			11.2018	42.1206	46.03319	(Comrie & Khalilov 2009)	Comrie, Bernard & Madzhid Khalilov. 2009. Bezhta vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1473 entries. (Available online at http://wold.clld.org/vocabulary/15, Accessed on 2018-11-11.) 	Non loan				
1402	č’ul	ч1ул		10	the belt	ремень, пояс	Yes	6.57	10.9	Lezgian	Arkhit	Khiv	7.2018	41.7405	47.95878	Arkhit1						
1568		къайыш		10	the belt	ремень, пояс	Yes	6.57	10.11	North Azerbaijani	Darvag	Tabasaran	7.2018	42.022285	48.065912	Darvag1						
1763		къайыш		10	the belt	ремень, пояс	Yes	6.57	10.11	Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1764	belbaw	белбав		10	the belt	ремень, пояс	Yes	6.57	10.12	Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1949	č’ul	ч1ул		10	the belt	ремень, пояс	Yes	6.57	10.9	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek1						
2108	č’ul	ч1ул		10	the belt	ремень, пояс	Yes	6.57	10.9	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek2						
2261	č’ul	ч1ул		10	the belt	ремень, пояс	Yes	6.57	10.9	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek3						
2415		ппяъни		10	the belt	ремень, пояс	Yes	6.57	10.13	Kajtak	Dzhavgat	Tabasaran	7.2018	42.0506	47.9375	Dzhavgat1						
2572		ппяйни		10	the belt	ремень, пояс	Yes	6.57	10.13	Kajtak	Dzhibakhni	Tabasaran	7.2018	42.06051	47.90847	Dzhibakhni1						
2736	č’ul	ч1ул		10	the belt	ремень, пояс	Yes	6.57	10.9	Tabasaran	Khapil’	Tabasaran	7.2018	41.98722	47.97731	Khapil1						
2896	č’ul	ч1ул		10	the belt	ремень, пояс	Yes	6.57	10.9	Tabasaran	Laka	Khiv	7.2018	41.75705	47.88114	Laka1						
3069	č’ul	ч1ул		10	the belt	ремень, пояс	Yes	6.57	10.9	Lezgian	Tsinit	Khiv	7.2018	41.72324	48.00882	Tsinit1						
3235	č’ul	ч1ул		10	the belt	ремень, пояс	Yes	6.57	10.9	Tabasaran	Yagdyg	Tabasaran	7.2018	41.980115	47.970578	Yagdyg2						
3397		къайыш		10	the belt	ремень, пояс	Yes	6.57	10.11	North Azerbaijani	Yersi	Tabasaran	7.2018	42.018844	48.012897	Yersi1						
3634	hizaam			10	the belt				9	arabic	arabic_dictionary					arabic_dictionary						
3835	qayış (ремень)			10	the belt				3	azerbaijani	azerbaijani_dictionary					azerbaijani_dictionary						
3977	доьхка			10	the belt				8	chechen	chechen_dictionary					chechen_dictionary						
4118	kamari			10	the belt				6	georgian	georgian_dictionary					georgian_dictionary						
4586	tasmeh			10	the belt				4	persian	persian_dictionary					persian_dictionary						
4676	daval			10	the belt				5	persian	persian_dictionary					persian_dictionary						
4745	kamar			10	the belt				6	persian	persian_dictionary					persian_dictionary						
4795	band			10	the belt				7	persian	persian_dictionary					persian_dictionary						
4866	ремень			10	the belt				1	russian	russian_dictionary					russian_dictionary						
5018	пояс			10	the belt				2	russian	russian_dictionary					russian_dictionary						
15	jurʁan	юргъан		11	the blanket	одеяло	Yes	7.422	11.1	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/						
16	odejal	одеял		11	the blanket	одеяло	Yes	7.422	11.2	Avar			11.2018	42.43056	46.66639	Dictionary at http://avar.me/						
220	jorʁan	йоргъан		11	the blanket	одеяло	Yes	7.422	11.1	Andi	Zilo	Botlikh	8.2018	42.731394	46.319223	Zilo1		Turkic				
556	jurʁan	йургъан		11	the blanket	одеяло	Yes	7.422	11.1	Andi	Rikvani	Botlikh	7.2017	42.782304	46.319372	Rikvani1		Turkic			Quilt-type blanket, with stuffing	
697	adijal	адийал		11	the blanket	одеяло	Yes	7.422	11.2	Botlikh	Botlikh	Botlikh	7.2017	42.667813	46.221451	Botlikh1		Russian				
860	adijal	адиял		11	the blanket	одеяло	Yes	7.422	11.2	Avar	Kusur	Rutul	7.2017	41.781293	46.949207	Kusur1		Russian				
1012	jurʁan			11	the blanket	одеяло	Yes	7.422	11.1	Archi			11.2018	42.0664	46.8678	(Chumakina 2009)	Chumakina, Marina. 2009. Archi vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1254 entries. (Available online at http://wold.clld.org/vocabulary/16, Accessed on 2018-11-11.)	Turkic				
1146	yorɣan			11	the blanket	одеяло	Yes	7.422	11.1	Bezhta			11.2018	42.1206	46.03319	(Comrie & Khalilov 2009)	Comrie, Bernard & Madzhid Khalilov. 2009. Bezhta vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1473 entries. (Available online at http://wold.clld.org/vocabulary/15, Accessed on 2018-11-11.) 	Turkic				
1147	adiyal			11	the blanket	одеяло	Yes	7.422	11.2	Bezhta			11.2018	42.1206	46.03319	(Comrie & Khalilov 2009)	Comrie, Bernard & Madzhid Khalilov. 2009. Bezhta vocabulary. In: Haspelmath, Martin & Tadmor, Uri (eds.) World Loanword Database. Leipzig: Max Planck Institute for Evolutionary Anthropology, 1473 entries. (Available online at http://wold.clld.org/vocabulary/15, Accessed on 2018-11-11.) 	Russian				
1387		ергъан		11	the blanket	одеяло	Yes	7.422	11.1	Lezgian	Arkhit	Khiv	7.2018	41.7405	47.95878	Arkhit1						
1553		юргъан		11	the blanket	одеяло	Yes	7.422	11.1	North Azerbaijani	Darvag	Tabasaran	7.2018	42.022285	48.065912	Darvag1					Warm winter blanket	
1554		адиял		11	the blanket	одеяло	Yes	7.422	11.2	North Azerbaijani	Darvag	Tabasaran	7.2018	42.022285	48.065912	Darvag1					Regular blanket	
1741		ювургъан		11	the blanket	одеяло	Yes	7.422	11.1	Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1742		шаршав		11	the blanket	одеяло	Yes	7.422	11.3	Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1743		тёшек шаршав		11	the blanket	одеяло	Yes	7.422	11.3	Kumyk			11.2018	43	47	Dictionary at https://кумыкский-язык.рф/slovar/						
1934		одеяло		11	the blanket	одеяло	Yes	7.422	11.2	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek1						
1935		ляъяф		11	the blanket	одеяло	Yes	7.422	11.4	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek1						
2095		ляъяф 		11	the blanket	одеяло	Yes	7.422	11.4	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek2						
2248		одиял		11	the blanket	одеяло	Yes	7.422	11.2	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek3						
2249		ляъяф 		11	the blanket	одеяло	Yes	7.422	11.4	Tabasaran	Dyubek	Tabasaran	7.2018	42.0208	47.969528	Dyubek3						
2401		юргъан		11	the blanket	одеяло	Yes	7.422	11.1	Kajtak	Dzhavgat	Tabasaran	7.2018	42.0506	47.9375	Dzhavgat1						
2559		юргъан		11	the blanket	одеяло	Yes	7.422	11.1	Kajtak	Dzhibakhni	Tabasaran	7.2018	42.06051	47.90847	Dzhibakhni1						
2721		леъеф		11	the blanket	одеяло	Yes	7.422	11.4	Tabasaran	Khapil’	Tabasaran	7.2018	41.98722	47.97731	Khapil1						
2881		одиял		11	the blanket	одеяло	Yes	7.422	11.2	Tabasaran	Laka	Khiv	7.2018	41.75705	47.88114	Laka1						
2882		леъеф		11	the blanket	одеяло	Yes	7.422	11.4	Tabasaran	Laka	Khiv	7.2018	41.75705	47.88114	Laka1						
